time_s,raw_adc,voltage_V
0.0009987354278564453,320,1.5640273704789833
0.0009987354278564453,320,1.5640273704789833
0.0060460567474365234,320,1.5640273704789833
0.0060460567474365234,320,1.5640273704789833
0.007044076919555664,320,1.5640273704789833
0.007044076919555664,320,1.5640273704789833
0.007044076919555664,320,1.5640273704789833
0.008027076721191406,320,1.5640273704789833
0.008027076721191406,320,1.5640273704789833
0.008027076721191406,320,1.5640273704789833
0.009045124053955078,320,1.5640273704789833
0.014028549194335938,320,1.5640273704789833
0.014028549194335938,320,1.5640273704789833
0.02057337760925293,320,1.5640273704789833
0.02357316017150879,320,1.5640273704789833
0.02357316017150879,320,1.5640273704789833
0.027574539184570312,320,1.5640273704789833
0.02958989143371582,320,1.5640273704789833
0.02958989143371582,320,1.5640273704789833
0.031578779220581055,320,1.5640273704789833
0.0385737419128418,320,1.5640273704789833
0.04258918762207031,320,1.5640273704789833
0.04658842086791992,320,1.5640273704789833
0.04658842086791992,320,1.5640273704789833
0.04758906364440918,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.048589229583740234,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.04957222938537598,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05058765411376953,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
0.05157351493835449,320,1.5640273704789833
