Timestamp,ECG Value,LO+ Status,LO- Status,ECG_Clean
1.6341328620910645,363.0,0.0,0.0,363.00645028029027
1.7418746948242188,355.0,0.0,0.0,353.3365565869132
1.836294412612915,344.0,0.0,0.0,345.7836910499382
1.930872201919556,342.0,0.0,0.0,341.6296903537303
2.009010076522827,340.0,0.0,0.0,340.8470757001146
2.087620496749878,343.0,0.0,0.0,342.2778858498661
2.165756702423096,345.0,0.0,0.0,344.39747899789245
2.259726047515869,347.0,0.0,0.0,346.1780907755789
2.337899208068848,346.0,0.0,0.0,347.4603359293065
2.4160821437835693,349.0,0.0,0.0,348.62730631022896
2.49420428276062,349.0,0.0,0.0,349.9370847203322
2.58884596824646,352.0,0.0,0.0,351.09603528700165
2.698700428009033,351.0,0.0,0.0,351.3806228112491
2.792451858520508,351.0,0.0,0.0,350.1441907738424
2.8709115982055664,347.0,0.0,0.0,347.2789300761673
2.950416326522827,343.0,0.0,0.0,343.29088534417025
3.0359790325164795,339.0,0.0,0.0,338.95534255841784
3.107693910598755,335.0,0.0,0.0,334.80004451582096
3.202641725540161,330.0,0.0,0.0,330.7458813418903
3.2965569496154785,326.0,0.0,0.0,326.13323613848104
3.407345533370972,321.0,0.0,0.0,320.15842256895
3.5014281272888184,313.0,0.0,0.0,312.4837165379771
3.5868725776672363,304.0,0.0,0.0,303.6030978594896
3.679025173187256,292.0,0.0,0.0,294.68468836395704
3.7682793140411377,288.0,0.0,0.0,287.0423524600797
3.8464787006378174,283.0,0.0,0.0,281.6379724116228
3.9250433444976807,281.0,0.0,0.0,278.7494653914292
4.003044366836548,274.0,0.0,0.0,277.6184203087272
4.08319878578186,274.0,0.0,0.0,276.2323726654607
4.144122362136841,270.0,0.0,0.0,272.08309774786034
4.2227044105529785,268.0,0.0,0.0,264.41959154965883
4.301561594009399,268.0,0.0,0.0,256.6165901598287
4.379115581512451,257.0,0.0,0.0,255.54478308791073
4.457290887832642,257.0,0.0,0.0,266.23779522991526
4.535427093505859,250.0,0.0,0.0,285.27240601228516
4.61458945274353,317.0,0.0,0.0,300.24125396295267
4.708817005157471,362.0,0.0,0.0,298.6354723419482
4.78693437576294,235.0,0.0,0.0,278.91787717644337
4.88158130645752,235.0,0.0,0.0,252.33735347528642
4.975171327590942,238.0,0.0,0.0,233.6021131591539
5.06888484954834,242.0,0.0,0.0,230.34335042604428
5.163078546524048,245.0,0.0,0.0,240.48322664178187
5.241205215454102,251.0,0.0,0.0,256.6351736020034
5.334986686706543,266.0,0.0,0.0,271.32272938948176
5.428714275360107,283.0,0.0,0.0,279.6792797525916
5.522457122802734,286.0,0.0,0.0,280.27227337506326
5.616565227508545,272.0,0.0,0.0,275.03260599832
5.7107994556427,265.0,0.0,0.0,268.05985164169454
5.804531097412109,264.0,0.0,0.0,263.37744941421363
5.88308310508728,263.0,0.0,0.0,262.9371362458553
5.961252927780151,267.0,0.0,0.0,266.17724588094194
6.039442300796509,272.0,0.0,0.0,271.1186278484414
6.132669925689697,276.0,0.0,0.0,275.89866434967166
6.211272716522217,278.0,0.0,0.0,279.6850188197531
6.289485454559326,284.0,0.0,0.0,282.67065276862724
6.367608308792114,285.0,0.0,0.0,285.51963637669377
6.461273431777954,288.0,0.0,0.0,288.7878729132099
6.539429426193237,294.0,0.0,0.0,292.62601980696326
6.618466854095459,296.0,0.0,0.0,296.8084637141162
6.69711446762085,301.0,0.0,0.0,300.96945602390775
6.790838003158569,305.0,0.0,0.0,304.87964640303727
6.876161098480225,309.0,0.0,0.0,308.6244309462507
6.963403224945068,313.0,0.0,0.0,312.5786430637603
7.041410207748413,316.0,0.0,0.0,317.13886918680805
7.120240926742554,322.0,0.0,0.0,322.3504754144147
7.214066505432129,329.0,0.0,0.0,327.7247108122674
7.292086362838745,332.0,0.0,0.0,332.4535739150994
7.385864496231079,334.0,0.0,0.0,335.9455451382277
7.464052677154541,341.0,0.0,0.0,338.3749204080398
7.542169570922852,343.0,0.0,0.0,340.8107939575752
7.636819839477539,343.0,0.0,0.0,344.5061087833999
7.715397357940674,347.0,0.0,0.0,349.4609269716613
7.793490648269653,350.0,0.0,0.0,353.452405949779
7.887684106826782,350.0,0.0,0.0,353.2190233762059
7.9658122062683105,359.0,0.0,0.0,348.029733173656
8.05955958366394,351.0,0.0,0.0,342.833408928704
8.153914451599121,353.0,0.0,0.0,346.4921087053339
8.232006311416626,353.0,0.0,0.0,363.8289973275895
8.326277017593384,281.0,0.0,0.0,387.86318809807835
8.420027256011963,572.0,0.0,0.0,402.29009909363026
8.498148441314697,349.0,0.0,0.0,395.11979949695416
8.59177279472351,335.0,0.0,0.0,370.0610912697846
8.670952320098877,338.0,0.0,0.0,343.06113833392124
8.76512336730957,341.0,0.0,0.0,328.5970743335079
8.858873844146729,340.0,0.0,0.0,330.38486508791965
8.938916683197021,342.0,0.0,0.0,342.7370312895359
9.0326828956604,349.0,0.0,0.0,357.04978961450405
9.111377477645874,365.0,0.0,0.0,366.6948558553803
9.205098628997805,378.0,0.0,0.0,368.8329377255458
9.298847198486328,364.0,0.0,0.0,364.4462948406458
9.376971006393433,351.0,0.0,0.0,357.1424965852713
9.470722436904907,351.0,0.0,0.0,350.8735478851451
9.564876556396484,348.0,0.0,0.0,347.7937310733803
9.64344334602356,351.0,0.0,0.0,347.76295591724613
9.737688779830933,350.0,0.0,0.0,349.4952278993389
9.831462860107422,350.0,0.0,0.0,351.9194581242333
9.909918785095217,353.0,0.0,0.0,354.60000953137967
10.00358247756958,359.0,0.0,0.0,357.3614587682969
10.088246822357178,361.0,0.0,0.0,359.92243850517127
10.1607403755188,360.0,0.0,0.0,361.9203876410351
10.254250288009644,364.0,0.0,0.0,363.1099931839425
10.332375288009644,364.0,0.0,0.0,363.4585499352499
10.410532236099243,362.0,0.0,0.0,363.09633694631816
10.50428295135498,363.0,0.0,0.0,362.19782391542054
10.582942724227903,360.0,0.0,0.0,360.88284654558987
10.661540031433104,360.0,0.0,0.0,359.21866885620597
10.74044632911682,357.0,0.0,0.0,357.3232667567799
10.818575143814089,356.0,0.0,0.0,355.44935333239323
10.905117511749268,354.0,0.0,0.0,353.90240592220016
10.976136684417725,352.0,0.0,0.0,352.78608756839697
11.069910526275637,351.0,0.0,0.0,351.8037738997787
11.148241758346558,350.0,0.0,0.0,350.4503034056133
11.226360321044922,351.0,0.0,0.0,348.6461318775212
11.305060625076294,349.0,0.0,0.0,347.25704633400454
11.398786306381226,348.0,0.0,0.0,347.6217229094536
11.476938009262083,347.0,0.0,0.0,349.90633037742646
11.557604312896729,344.0,0.0,0.0,351.6750419297888
11.634242296218872,347.0,0.0,0.0,348.9865962885855
11.728522539138794,354.0,0.0,0.0,340.7028555128815
11.806649923324583,345.0,0.0,0.0,332.67536777682136
11.900909185409546,341.0,0.0,0.0,335.9031767715562
11.97910737991333,342.0,0.0,0.0,356.67953436704596
12.05725884437561,267.0,0.0,0.0,386.5710506472489
12.13596534729004,590.0,0.0,0.0,404.9977009926142
12.230137825012209,359.0,0.0,0.0,396.07358585364705
12.323995113372805,318.0,0.0,0.0,363.42474130160554
12.402160167694092,318.0,0.0,0.0,326.80412623825134
12.495784044265749,317.0,0.0,0.0,305.0969595199458
12.575420141220093,317.0,0.0,0.0,303.84886651520696
12.654125452041626,317.0,0.0,0.0,316.26439251931555
12.748433113098145,324.0,0.0,0.0,331.5669265023461
12.84250545501709,338.0,0.0,0.0,341.6870009917391
12.921639919281006,351.0,0.0,0.0,343.48277587494533
13.015713691711426,340.0,0.0,0.0,338.2048092356116
13.094343185424805,324.0,0.0,0.0,329.74027292534316
13.188112020492554,321.0,0.0,0.0,322.17061249997784
13.266731262207031,318.0,0.0,0.0,317.6578738143069
13.344865083694458,320.0,0.0,0.0,315.9762908739812
13.438664436340332,315.0,0.0,0.0,315.7342676884316
13.516700744628906,315.0,0.0,0.0,315.8998560818134
13.612942218780518,315.0,0.0,0.0,316.374166055418
13.691457986831663,319.0,0.0,0.0,317.5921100964746
13.785237073898315,320.0,0.0,0.0,319.8883913000212
13.871902227401732,323.0,0.0,0.0,323.14418619708124
13.957583904266356,325.0,0.0,0.0,326.7663696924693
14.05136489868164,332.0,0.0,0.0,329.92356437889873
14.145700931549072,332.0,0.0,0.0,331.95800152775246
14.223962783813477,332.0,0.0,0.0,332.7461530630418
14.317573308944702,333.0,0.0,0.0,332.7231699134386
14.411615133285522,333.0,0.0,0.0,332.5268302065368
14.50551962852478,331.0,0.0,0.0,332.52497116663193
14.58511471748352,333.0,0.0,0.0,332.58179004624816
14.683354377746582,333.0,0.0,0.0,332.2639985698532
14.773022651672363,331.0,0.0,0.0,331.37053883122655
14.85114598274231,331.0,0.0,0.0,330.3631421275947
14.945992946624756,331.0,0.0,0.0,330.23574462849183
15.024609804153442,332.0,0.0,0.0,331.69289617422754
15.118647813796995,331.0,0.0,0.0,334.10533412771434
15.19680380821228,332.0,0.0,0.0,335.2909567594702
15.290521621704102,333.0,0.0,0.0,333.0771236235172
15.3842875957489,340.0,0.0,0.0,328.14088784615126
15.478023052215576,329.0,0.0,0.0,325.43717378989516
15.56015133857727,328.0,0.0,0.0,331.2253597120466
15.650969743728638,332.0,0.0,0.0,346.4608712022584
15.744757890701294,313.0,0.0,0.0,362.76583334135
15.82310962677002,478.0,0.0,0.0,367.2678929172199
15.917080879211426,312.0,0.0,0.0,353.77484613900697
15.99519681930542,307.0,0.0,0.0,329.0672308836216
16.089239358901978,306.0,0.0,0.0,307.34669355525546
16.166953086853027,308.0,0.0,0.0,299.0451092306331
16.260566234588623,313.0,0.0,0.0,304.9603476779177
16.33869242668152,316.0,0.0,0.0,318.68120335630255
16.432443380355835,325.0,0.0,0.0,332.2065483550275
16.510728359222412,342.0,0.0,0.0,339.91125040962316
16.60502028465271,348.0,0.0,0.0,340.0245176029914
16.6991069316864,330.0,0.0,0.0,334.411184378921
16.777392387390137,323.0,0.0,0.0,326.96110726272883
16.871356964111328,322.0,0.0,0.0,321.1680200777323
16.950014352798462,320.0,0.0,0.0,318.40015020823404
17.043940544128418,319.0,0.0,0.0,317.95864204165684
17.12315082550049,318.0,0.0,0.0,318.4163214112436
17.21669840812683,319.0,0.0,0.0,318.84798054448686
17.310547590255737,318.0,0.0,0.0,319.1232766118545
17.404194593429565,320.0,0.0,0.0,319.45279943313756
17.498030424118042,319.0,0.0,0.0,319.85551183856575
17.602673053741455,321.0,0.0,0.0,320.0211033859904
17.68685293197632,320.0,0.0,0.0,319.56614452772754
17.780617475509644,318.0,0.0,0.0,318.3491030846712
17.87814211845398,316.0,0.0,0.0,316.5404760682814
17.971526861190796,314.0,0.0,0.0,314.45172505859995
18.064686059951782,314.0,0.0,0.0,312.3589234582621
18.15923428535461,309.0,0.0,0.0,310.47119672605356
18.23908233642578,310.0,0.0,0.0,308.9576373667577
18.33414030075073,308.0,0.0,0.0,307.87924314943604
18.43233895301819,306.0,0.0,0.0,307.029470953001
18.51349401473999,305.0,0.0,0.0,305.8891123399517
18.605162858963013,305.0,0.0,0.0,303.93675534556763
18.699136972427368,302.0,0.0,0.0,301.2641140652575
18.794569492340088,300.0,0.0,0.0,298.95051935773773
18.878427743911743,300.0,0.0,0.0,298.4874599891747
18.975504875183105,298.0,0.0,0.0,300.1975138599669
19.060864210128784,295.0,0.0,0.0,301.88277999735686
19.156226634979248,294.0,0.0,0.0,299.76101680862513
19.250853538513184,308.0,0.0,0.0,292.46725924396975
19.346213579177856,298.0,0.0,0.0,285.2068547120282
19.441078901290894,292.0,0.0,0.0,288.3501174306245
19.53786683082581,296.0,0.0,0.0,308.1628915500263
19.630367517471317,215.0,0.0,0.0,337.0057375380632
19.725725889205933,544.0,0.0,0.0,355.53281994663996
19.82146668434143,306.0,0.0,0.0,348.7547844358981
19.91601276397705,278.0,0.0,0.0,320.2266294479043
20.01126337051392,280.0,0.0,0.0,288.6972448087579
20.09678053855896,284.0,0.0,0.0,271.8138404135648
20.185341119766235,287.0,0.0,0.0,274.4349833296116
20.295528650283813,292.0,0.0,0.0,289.8908047671458
20.390349626541138,298.0,0.0,0.0,307.9797630739502
20.486871242523197,318.0,0.0,0.0,321.0705363934589
