Timestamp,ECG Value,LO+ Status,LO- Status,ECG_Clean,Time,R_Peak,Q_Peak,S_Peak,T_Peak,P_Peak,P-R Interval,Q-T Interval,S-T Interval
13.438664436340332,315.0,0.0,0.0,315.7342676884316,0.552,0,0,0,0,0,,,
13.516700744628906,315.0,0.0,0.0,315.8998560818134,0.556,0,0,0,0,0,,,
13.612942218780518,315.0,0.0,0.0,316.374166055418,0.56,0,0,0,0,0,,,
13.691457986831663,319.0,0.0,0.0,317.5921100964746,0.564,0,0,0,0,0,,,
13.785237073898315,320.0,0.0,0.0,319.8883913000212,0.568,0,0,0,0,0,,,
13.871902227401732,323.0,0.0,0.0,323.14418619708124,0.572,0,0,0,0,0,,,
13.957583904266356,325.0,0.0,0.0,326.7663696924693,0.576,0,0,0,0,0,,,
14.05136489868164,332.0,0.0,0.0,329.92356437889873,0.58,0,0,0,0,0,,,
14.145700931549072,332.0,0.0,0.0,331.95800152775246,0.584,0,0,0,0,0,,,
14.223962783813477,332.0,0.0,0.0,332.7461530630418,0.588,0,0,0,0,0,,,
14.317573308944702,333.0,0.0,0.0,332.7231699134386,0.592,0,0,0,0,0,,,
14.411615133285522,333.0,0.0,0.0,332.5268302065368,0.596,0,0,0,0,0,,,
14.50551962852478,331.0,0.0,0.0,332.524971166632,0.6,0,0,0,0,0,,,
14.58511471748352,333.0,0.0,0.0,332.58179004624816,0.604,0,0,0,0,0,,,
14.683354377746582,333.0,0.0,0.0,332.2639985698532,0.608,0,0,0,0,0,,,
14.773022651672363,331.0,0.0,0.0,331.3705388312265,0.612,0,0,0,0,0,,,
14.85114598274231,331.0,0.0,0.0,330.3631421275947,0.616,0,0,0,0,0,,,
14.945992946624756,331.0,0.0,0.0,330.23574462849183,0.62,0,0,0,0,0,,,
15.024609804153442,332.0,0.0,0.0,331.69289617422754,0.624,0,0,0,0,0,,,
15.118647813796995,331.0,0.0,0.0,334.10533412771434,0.628,0,0,0,1,0,,,
15.19680380821228,332.0,0.0,0.0,335.2909567594702,0.632,0,0,0,0,0,,,
15.290521621704102,333.0,0.0,0.0,333.0771236235172,0.636,0,0,0,0,0,,,
15.3842875957489,340.0,0.0,0.0,328.14088784615126,0.64,0,0,0,0,0,,,
15.478023052215576,329.0,0.0,0.0,325.4371737898952,0.644,0,1,0,0,0,,,
15.56015133857727,328.0,0.0,0.0,331.2253597120466,0.648,0,0,0,0,0,,,
15.650969743728638,332.0,0.0,0.0,346.4608712022584,0.652,0,0,0,0,0,,,
15.744757890701294,313.0,0.0,0.0,362.76583334135,0.656,0,0,0,0,0,,,
15.82310962677002,478.0,0.0,0.0,367.2678929172199,0.66,1,0,0,0,1,0.16800000000000004,0.05999999999999994,0.027999999999999914
15.917080879211426,312.0,0.0,0.0,353.77484613900697,0.664,0,0,0,0,0,,,
15.99519681930542,307.0,0.0,0.0,329.0672308836216,0.668,0,0,0,0,0,,,
16.089239358901978,306.0,0.0,0.0,307.34669355525546,0.672,0,0,0,0,0,,,
16.166953086853027,308.0,0.0,0.0,299.0451092306331,0.676,0,0,1,0,0,,,
16.260566234588623,313.0,0.0,0.0,304.9603476779177,0.68,0,0,0,0,0,,,
16.33869242668152,316.0,0.0,0.0,318.68120335630255,0.684,0,0,0,0,0,,,
16.432443380355835,325.0,0.0,0.0,332.2065483550275,0.688,0,0,0,0,0,,,
16.510728359222412,342.0,0.0,0.0,339.9112504096232,0.692,0,0,0,0,0,,,
16.60502028465271,348.0,0.0,0.0,340.0245176029914,0.696,0,0,0,0,0,,,
16.6991069316864,330.0,0.0,0.0,334.411184378921,0.7,0,0,0,0,0,,,
16.777392387390137,323.0,0.0,0.0,326.96110726272883,0.704,0,0,0,1,0,,,
16.871356964111328,322.0,0.0,0.0,321.1680200777323,0.708,0,0,0,0,0,,,
16.950014352798462,320.0,0.0,0.0,318.40015020823404,0.712,0,0,0,0,0,,,
17.043940544128418,319.0,0.0,0.0,317.95864204165684,0.716,0,0,0,0,0,,,
17.12315082550049,318.0,0.0,0.0,318.4163214112436,0.72,0,0,0,0,0,,,
17.21669840812683,319.0,0.0,0.0,318.84798054448686,0.724,0,0,0,0,0,,,
17.310547590255737,318.0,0.0,0.0,319.1232766118545,0.728,0,0,0,0,0,,,
17.404194593429565,320.0,0.0,0.0,319.4527994331376,0.732,0,0,0,0,0,,,
17.498030424118042,319.0,0.0,0.0,319.85551183856575,0.736,0,0,0,0,0,,,
17.602673053741455,321.0,0.0,0.0,320.0211033859904,0.74,0,0,0,0,0,,,
17.68685293197632,320.0,0.0,0.0,319.56614452772754,0.744,0,0,0,0,0,,,
17.780617475509644,318.0,0.0,0.0,318.3491030846712,0.748,0,0,0,0,0,,,
17.87814211845398,316.0,0.0,0.0,316.5404760682814,0.752,0,0,0,0,0,,,
17.971526861190796,314.0,0.0,0.0,314.45172505859995,0.756,0,0,0,0,0,,,
18.064686059951782,314.0,0.0,0.0,312.3589234582621,0.76,0,0,0,0,0,,,
18.15923428535461,309.0,0.0,0.0,310.4711967260536,0.764,0,0,0,0,0,,,
18.23908233642578,310.0,0.0,0.0,308.9576373667577,0.768,0,0,0,0,0,,,
18.33414030075073,308.0,0.0,0.0,307.87924314943604,0.772,0,0,0,0,0,,,
18.43233895301819,306.0,0.0,0.0,307.029470953001,0.776,0,0,0,0,0,,,
18.51349401473999,305.0,0.0,0.0,305.8891123399517,0.78,0,0,0,0,0,,,
18.605162858963013,305.0,0.0,0.0,303.93675534556763,0.784,0,0,0,0,0,,,
18.699136972427368,302.0,0.0,0.0,301.2641140652575,0.788,0,0,0,0,0,,,
